hhid,adm1,adm2,res,pc_expenditure,sep_quintile,res_quintile,year,month,survey_wgt,afe,ea
82_9,Dakar,Guediawaye,Urban,5186701,4,3,2022,8,616.52606974832,5.911651855085116,82
82_5,Dakar,Guediawaye,Urban,6787052.5,5,4,2022,8,616.52606974832,4.85373443910956,82
82_12,Dakar,Guediawaye,Urban,12433858,5,5,2022,7,616.52606974832,5.119075338280227,82
82_14,Dakar,Guediawaye,Urban,3388569.75,3,2,2022,6,1028.75161395973,2.0361801833260587,82
82_15,Dakar,Guediawaye,Urban,7624707,5,5,2022,8,1028.75161395973,8.481248363160192,82
82_13,Dakar,Guediawaye,Urban,3944520.25,3,2,2022,7,1028.75161395973,10.869181667394152,82
82_10,Dakar,Guediawaye,Urban,4224866.5,3,3,2022,7,616.52606974832,3.1731509384548233,82
82_16,Dakar,Guediawaye,Urban,7850893.5,5,5,2022,6,1028.75161395973,10.638697162810999,82
82_7,Dakar,Guediawaye,Urban,14877957,5,5,2022,6,616.52606974832,16.56167367961589,82
82_8,Dakar,Guediawaye,Urban,6367865,5,4,2022,6,616.52606974832,13.63175451767787,82
82_3,Dakar,Guediawaye,Urban,7169521.5,5,4,2022,7,616.52606974832,11.485926145787866,82
83_6,Dakar,Guediawaye,Urban,4378105.5,3,3,2021,12,476.960314146968,4.153079004801397,83
83_8,Dakar,Guediawaye,Urban,8103966,5,5,2021,12,476.960314146968,7.890790746398952,83
83_1,Dakar,Guediawaye,Urban,4955906,4,3,2021,12,476.960314146968,12.21520733304234,83
83_9,Dakar,Guediawaye,Urban,1314290,1,1,2022,1,476.960314146968,1.2435848101265823,83
83_2,Dakar,Guediawaye,Urban,4949728,4,3,2021,12,476.960314146968,8.581618856394588,83
83_7,Dakar,Guediawaye,Urban,10150971,5,5,2021,12,476.960314146968,13.653120209515496,83
83_4,Dakar,Guediawaye,Urban,4583574.5,4,3,2021,12,476.960314146968,5.120270624181581,83
83_10,Dakar,Guediawaye,Urban,8049363.5,5,5,2021,12,476.960314146968,9.952083457005674,83
83_3,Dakar,Guediawaye,Urban,3197673.75,2,2,2021,12,476.960314146968,2.52721326931471,83
83_13,Dakar,Guediawaye,Urban,6097571,4,4,2021,12,1773.38978170153,5.620642514185945,83
83_5,Dakar,Guediawaye,Urban,1570783.375,1,1,2022,1,476.960314146968,0.9929518987341772,83
83_11,Dakar,Guediawaye,Urban,2151283.25,1,1,2021,12,476.960314146968,2.477019991270188,83
84_8,Dakar,Guediawaye,Urban,8741158,5,5,2022,5,641.581945059661,9.098817634220865,84
84_4,Dakar,Guediawaye,Urban,17151616,5,5,2022,6,641.581945059661,8.400329288520297,84
84_11,Dakar,Guediawaye,Urban,12405467,5,5,2022,6,641.581945059661,4.79135818419904,84
84_12,Dakar,Guediawaye,Urban,9559848,5,5,2022,6,641.581945059661,6.122367525098211,84
84_5,Dakar,Guediawaye,Urban,14741929,5,5,2022,5,641.581945059661,7.060392492361414,84
84_14,Dakar,Guediawaye,Urban,11140791,5,5,2022,6,1134.74883532558,1.882562374508948,84
84_16,Dakar,Guediawaye,Urban,13305030,5,5,2022,8,1134.74883532558,13.97921920558708,84
84_13,Dakar,Guediawaye,Urban,14078454,5,5,2022,8,1134.74883532558,7.759798515931908,84
84_6,Dakar,Guediawaye,Urban,12123065,5,5,2022,6,641.581945059661,5.108153295504147,84
84_15,Dakar,Guediawaye,Urban,12657637,5,5,2022,6,1134.74883532558,2.0292200785683105,84
84_3,Dakar,Guediawaye,Urban,5286957.5,4,3,2022,8,641.581945059661,1.2435848101265823,84
84_9,Dakar,Guediawaye,Urban,12065573,5,5,2022,6,641.581945059661,6.729672282845919,84
85_2,Dakar,Guediawaye,Urban,12205340,5,5,2021,12,562.542531716358,23.709921257092972,85
85_4,Dakar,Guediawaye,Urban,1915467.25,1,1,2021,12,562.542531716358,1.2435848101265823,85
85_12,Dakar,Guediawaye,Urban,2362184.75,2,1,2021,12,562.542531716358,5.519226189436927,85
85_13,Dakar,Guediawaye,Urban,2996552.5,2,2,2021,12,1075.99205499013,4.574702749890878,85
85_8,Dakar,Guediawaye,Urban,3658776,3,2,2021,12,562.542531716358,1.2435848101265823,85
85_10,Dakar,Guediawaye,Urban,2176541,1,1,2021,12,562.542531716358,0.9929518987341772,85
85_3,Dakar,Guediawaye,Urban,5217685,4,3,2021,12,562.542531716358,5.167919685726757,85
85_14,Dakar,Guediawaye,Urban,9428550,5,5,2021,12,1075.99205499013,10.61236385857704,85
85_15,Dakar,Guediawaye,Urban,4194534,3,3,2021,12,1075.99205499013,5.1027928415539066,85
85_7,Dakar,Guediawaye,Urban,8453714,5,5,2021,12,562.542531716358,9.040154343081625,85
85_9,Dakar,Guediawaye,Urban,3913660.75,3,2,2021,12,562.542531716358,1.2435848101265823,85
85_6,Dakar,Guediawaye,Urban,1266276.625,1,1,2021,12,562.542531716358,1.2435848101265823,85
86_14,Dakar,Guediawaye,Urban,2092580.875,1,1,2022,6,1412.98673705889,6.471385072020952,86
86_4,Dakar,Guediawaye,Urban,5045344,4,3,2022,6,878.211185944226,5.026057791357486,86
86_1,Dakar,Guediawaye,Urban,5581374,4,4,2022,7,878.211185944226,12.438799476211262,86
86_15,Dakar,Guediawaye,Urban,3113256.25,2,2,2022,6,1412.98673705889,3.764253862941947,86
86_9,Dakar,Guediawaye,Urban,4552566,4,3,2022,6,1412.98673705889,6.435438149279791,86
86_2,Dakar,Guediawaye,Urban,11875449,5,5,2022,6,878.211185944226,16.218863029244872,86
86_6,Dakar,Guediawaye,Urban,9748740,5,5,2022,6,878.211185944226,11.76267795722392,86
86_7,Dakar,Guediawaye,Urban,4099574.25,3,3,2022,8,878.211185944226,5.2334575294631165,86
86_3,Dakar,Guediawaye,Urban,3742483.25,3,2,2022,8,878.211185944226,9.274964295067656,86
86_16,Dakar,Guediawaye,Urban,3431751.25,3,2,2022,8,1412.98673705889,2.2365367088607595,86
86_12,Dakar,Guediawaye,Urban,9310431,5,5,2022,6,878.211185944226,3.7057403753819296,86
86_13,Dakar,Guediawaye,Urban,2095565.125,1,1,2022,6,1412.98673705889,2.880360366652117,86
87_3,Ziguinchor,Bignona,Urban,4838041.5,4,3,2021,11,173.204929128141,13.592598515931908,87
87_1,Ziguinchor,Bignona,Urban,2246983.75,1,1,2021,11,173.204929128141,7.114335748581405,87
87_5,Ziguinchor,Bignona,Urban,4235712,3,3,2021,11,173.204929128141,7.0305005674378,87
87_4,Ziguinchor,Bignona,Urban,3714983,3,2,2021,11,173.204929128141,10.579160192055872,87
87_12,Ziguinchor,Bignona,Urban,1508294.375,1,1,2021,11,173.204929128141,8.220429157573113,87
87_13,Ziguinchor,Bignona,Urban,3821341.5,3,2,2021,11,558.270652088074,7.098625229157573,87
87_7,Ziguinchor,Bignona,Urban,3083329.75,2,2,2021,11,173.204929128141,4.7004522042776085,87
87_2,Ziguinchor,Bignona,Urban,1770963.375,1,1,2021,11,173.204929128141,6.994870362287211,87
87_8,Ziguinchor,Bignona,Urban,1550771.625,1,1,2021,11,173.204929128141,3.2862900043649064,87
87_11,Ziguinchor,Bignona,Urban,1921664.375,1,1,2021,11,173.204929128141,3.8297438673068527,87
87_6,Ziguinchor,Bignona,Urban,2293498,1,1,2021,11,173.204929128141,11.768591182889569,87
87_10,Ziguinchor,Bignona,Urban,1795388.75,1,1,2021,11,173.204929128141,4.9270844172850286,87
88_8,Ziguinchor,Bignona,Urban,5125636.5,4,3,2022,6,153.267607024846,10.861700218245307,88
88_4,Ziguinchor,Bignona,Urban,2651175.75,2,1,2022,6,153.267607024846,9.216279703186382,88
88_11,Ziguinchor,Bignona,Urban,2122473.25,1,1,2022,6,153.267607024846,5.2831465735486685,88
88_3,Ziguinchor,Bignona,Urban,1707428,1,1,2022,6,153.267607024846,6.006482409428197,88
88_2,Ziguinchor,Bignona,Urban,1981525.875,1,1,2022,6,153.267607024846,4.75860253164557,88
88_6,Ziguinchor,Bignona,Urban,2316342.75,1,1,2022,6,153.267607024846,6.099018419903972,88
88_9,Ziguinchor,Bignona,Urban,2549465,2,1,2022,6,153.267607024846,8.299737407245745,88
88_7,Ziguinchor,Bignona,Urban,1486412.125,1,1,2022,6,153.267607024846,3.2404815364469663,88
88_1,Ziguinchor,Bignona,Urban,1161835,1,1,2022,6,153.267607024846,1.2435848101265823,88
88_10,Ziguinchor,Bignona,Urban,4701891,4,3,2022,6,153.267607024846,13.630904583151462,88
88_5,Ziguinchor,Bignona,Urban,2151235,1,1,2022,6,153.267607024846,3.9824991706678308,88
88_12,Ziguinchor,Bignona,Urban,5192176,4,3,2022,6,153.267607024846,10.745367088607596,88
90_5,Ziguinchor,Bignona,Rural,4942098.5,4,4,2022,5,199.848405025686,15.78896412047141,90
90_9,Ziguinchor,Bignona,Rural,3531321,3,3,2022,5,199.848405025686,5.562937058053252,90
90_11,Ziguinchor,Bignona,Rural,4240635.5,3,4,2022,5,199.848405025686,11.05173985159319,90
90_3,Ziguinchor,Bignona,Rural,2485891,2,2,2022,5,199.848405025686,13.027582365779136,90
90_4,Ziguinchor,Bignona,Rural,1882464.375,1,1,2022,5,199.848405025686,6.274074901789612,90
90_13,Ziguinchor,Bignona,Rural,3895759.25,3,4,2022,6,444.800943518676,5.282775731121781,90
90_12,Ziguinchor,Bignona,Rural,3729359.75,3,4,2022,5,199.848405025686,8.58697372326495,90
90_7,Ziguinchor,Bignona,Rural,3455448.75,3,3,2022,5,199.848405025686,12.035225491051943,90
90_1,Ziguinchor,Bignona,Rural,2183718.5,1,2,2022,5,444.800943518676,5.700364207769534,90
90_6,Ziguinchor,Bignona,Rural,7056678,5,5,2022,5,199.848405025686,19.76022208642514,90
90_8,Ziguinchor,Bignona,Rural,2502042,2,2,2022,5,199.848405025686,10.956586643387167,90
90_2,Ziguinchor,Bignona,Rural,2538743.75,2,2,2022,5,199.848405025686,6.750195722391969,90
91_12,Ziguinchor,Bignona,Rural,2942101,2,3,2021,12,174.78693745065,8.771511479703186,91
91_3,Ziguinchor,Bignona,Rural,2247149.25,1,2,2021,12,361.294673822646,5.429048625054562,91
91_5,Ziguinchor,Bignona,Rural,2660827.25,2,2,2021,12,174.78693745065,3.6184398079441293,91
91_10,Ziguinchor,Bignona,Rural,2736590.5,2,3,2021,12,174.78693745065,10.878592055870799,91
91_11,Ziguinchor,Bignona,Rural,2119844.75,1,2,2021,12,174.78693745065,2.6912226975120035,91
91_9,Ziguinchor,Bignona,Rural,2078810.875,1,2,2021,12,174.78693745065,6.927123876036665,91
91_1,Ziguinchor,Bignona,Rural,1809326.625,1,1,2021,12,174.78693745065,4.397595111305107,91
91_4,Ziguinchor,Bignona,Rural,1815339.625,1,1,2021,12,174.78693745065,5.348643910955914,91
91_13,Ziguinchor,Bignona,Rural,2669204,2,2,2021,12,361.294673822646,9.95479633347883,91
91_2,Ziguinchor,Bignona,Rural,2440810.5,2,2,2021,12,174.78693745065,5.7715862068965516,91
91_6,Ziguinchor,Bignona,Rural,2150905.25,1,2,2021,12,174.78693745065,4.919751374945439,91
91_7,Ziguinchor,Bignona,Rural,3206662,2,3,2021,12,174.78693745065,14.740805587079878,91
92_12,Ziguinchor,Bignona,Rural,1568272.5,1,1,2022,6,202.886098957772,8.02693077258839,92
92_3,Ziguinchor,Bignona,Rural,1638776.125,1,1,2022,6,202.886098957772,4.348339764295067,92
92_11,Ziguinchor,Bignona,Rural,3297372.5,2,3,2022,6,202.886098957772,9.0890423395897,92
92_6,Ziguinchor,Bignona,Rural,1491738.625,1,1,2022,6,202.886098957772,2.319896639022261,92
92_4,Ziguinchor,Bignona,Rural,3681186,3,4,2022,6,202.886098957772,9.012136185072022,92
92_9,Ziguinchor,Bignona,Rural,2088571.375,1,2,2022,6,202.886098957772,7.470407682234832,92
92_8,Ziguinchor,Bignona,Rural,6582862,5,5,2022,6,202.886098957772,19.68401780881711,92
92_5,Ziguinchor,Bignona,Rural,2734045,2,3,2022,6,202.886098957772,3.1313588825840246,92
92_10,Ziguinchor,Bignona,Rural,1642838.75,1,1,2022,6,202.886098957772,4.751741946748145,92
92_1,Ziguinchor,Bignona,Rural,1761710.125,1,1,2022,6,202.886098957772,4.235260061108686,92
92_7,Ziguinchor,Bignona,Rural,1355505.5,1,1,2022,6,202.886098957772,1.992863902226102,92
92_2,Ziguinchor,Bignona,Rural,1743424.875,1,1,2022,6,202.886098957772,10.2013485814055,92
93_11,Ziguinchor,Bignona,Rural,1735558.375,1,1,2021,12,326.961295944989,5.684399127018769,93
93_9,Ziguinchor,Bignona,Rural,4275132.5,3,4,2021,12,326.961295944989,8.512803841117416,93
93_4,Ziguinchor,Bignona,Rural,3966954.5,3,4,2021,12,326.961295944989,11.606807158446093,93
93_1,Ziguinchor,Bignona,Rural,1536740.625,1,1,2021,12,326.961295944989,5.162788651243998,93
93_7,Ziguinchor,Bignona,Rural,4224283.5,3,4,2021,12,326.961295944989,13.124195547795722,93
93_12,Ziguinchor,Bignona,Rural,5835522,4,5,2021,12,326.961295944989,13.973025229157573,93
93_6,Ziguinchor,Bignona,Rural,3595618,3,3,2021,12,326.961295944989,12.915753120907901,93
93_8,Ziguinchor,Bignona,Rural,3080568,2,3,2021,12,326.961295944989,10.213402706241816,93
93_2,Ziguinchor,Bignona,Rural,3766470,3,4,2021,12,326.961295944989,13.345415975556525,93
93_5,Ziguinchor,Bignona,Rural,2841718,2,3,2021,12,326.961295944989,9.43631357485814,93
93_3,Ziguinchor,Bignona,Rural,1311459.375,1,1,2021,12,326.961295944989,2.85888502837189,93
93_10,Ziguinchor,Bignona,Rural,4856218,4,4,2021,12,326.961295944989,14.585302138804016,93
94_5,Ziguinchor,Bignona,Rural,465552.0625,1,1,2022,5,304.807376359932,7.234354255783501,94
94_7,Ziguinchor,Bignona,Rural,2587605.75,2,2,2022,5,304.807376359932,10.710886774334352,94
94_4,Ziguinchor,Bignona,Rural,1502174.125,1,1,2022,5,304.807376359932,5.040575469227411,94
94_1,Ziguinchor,Bignona,Rural,1362619.25,1,1,2022,5,304.807376359932,8.637969794849411,94
94_9,Ziguinchor,Bignona,Rural,1871911,1,1,2022,5,304.807376359932,8.267003055434309,94
94_2,Ziguinchor,Bignona,Rural,1957811.625,1,1,2022,5,304.807376359932,5.881233347883021,94
94_12,Ziguinchor,Bignona,Rural,1404117.75,1,1,2022,5,304.807376359932,4.939699345264077,94
94_3,Ziguinchor,Bignona,Rural,4091205.75,3,4,2022,5,304.807376359932,17.20964260148407,94
94_11,Ziguinchor,Bignona,Rural,1829300.875,1,1,2022,5,304.807376359932,8.622691924923615,94
94_8,Ziguinchor,Bignona,Rural,2248573.75,1,2,2022,5,304.807376359932,6.3900934089917065,94
94_6,Ziguinchor,Bignona,Rural,1998054.5,1,2,2022,5,304.807376359932,5.7462837189000435,94
94_10,Ziguinchor,Bignona,Rural,950700.3125,1,1,2022,5,304.807376359932,4.669971890004365,94
95_9,Ziguinchor,Bignona,Rural,3805355,3,4,2021,12,282.087526246417,6.789828371890005,95
95_3,Ziguinchor,Bignona,Rural,4007713.75,3,4,2021,12,282.087526246417,4.348401571366216,95
95_7,Ziguinchor,Bignona,Rural,1996971.625,1,2,2021,12,282.087526246417,6.637054212134439,95
95_6,Ziguinchor,Bignona,Rural,2222404,1,2,2021,12,282.087526246417,5.4648213007420345,95
95_1,Ziguinchor,Bignona,Rural,1873190.25,1,1,2021,12,282.087526246417,6.666916455696203,95
95_2,Ziguinchor,Bignona,Rural,6122239.5,4,5,2021,12,282.087526246417,20.0328548232213,95
95_10,Ziguinchor,Bignona,Rural,1475319,1,1,2021,12,282.087526246417,4.462638847664775,95
95_8,Ziguinchor,Bignona,Rural,3531374.75,3,3,2021,12,282.087526246417,10.330703448275862,95
95_4,Ziguinchor,Bignona,Rural,3915225.5,3,4,2021,12,282.087526246417,18.514628371890005,95
95_5,Ziguinchor,Bignona,Rural,6132027.5,4,5,2021,12,282.087526246417,10.8848,95
95_11,Ziguinchor,Bignona,Rural,1593517.625,1,1,2021,12,282.087526246417,2.8218468790920994,95
95_12,Ziguinchor,Bignona,Rural,2054813.5,1,2,2021,12,282.087526246417,4.927866259275426,95
96_11,Ziguinchor,Bignona,Rural,2966208,2,3,2022,6,167.114352370859,8.1601508511567,96
96_10,Ziguinchor,Bignona,Rural,5585024,4,5,2022,6,167.114352370859,12.648466870362288,96
96_12,Ziguinchor,Bignona,Rural,3930589.5,3,4,2022,6,167.114352370859,9.3846079441292,96
96_8,Ziguinchor,Bignona,Rural,8389393,5,5,2022,6,167.114352370859,21.454680401571366,96
96_1,Ziguinchor,Bignona,Rural,4134699.75,3,4,2022,6,167.114352370859,13.281361152335226,96
96_6,Ziguinchor,Bignona,Rural,3373037.75,3,3,2022,6,167.114352370859,5.790332256656482,96
96_9,Ziguinchor,Bignona,Rural,2460497.25,2,2,2022,6,167.114352370859,4.764246529899607,96
96_13,Ziguinchor,Bignona,Rural,2033065,1,2,2022,6,496.954849657777,8.979792230467046,96
96_3,Ziguinchor,Bignona,Rural,3040912.25,2,3,2022,6,167.114352370859,10.108144216499346,96
96_2,Ziguinchor,Bignona,Rural,4492045,3,4,2022,6,167.114352370859,8.32982313400262,96
96_4,Ziguinchor,Bignona,Rural,1401350.25,1,1,2022,6,167.114352370859,2.990482409428197,96
96_7,Ziguinchor,Bignona,Rural,2891373.75,2,3,2022,6,167.114352370859,5.9148595373199475,96
97_9,Ziguinchor,Bignona,Rural,6107034.5,4,5,2021,12,160.067246508836,11.166267306852903,97
97_1,Ziguinchor,Bignona,Rural,4014268.75,3,4,2021,12,160.067246508836,11.986275338280228,97
97_13,Ziguinchor,Bignona,Rural,4499374.5,3,4,2021,12,493.711159636396,9.491425578350066,97
97_3,Ziguinchor,Bignona,Rural,3196817,2,3,2021,12,160.067246508836,9.95767088607595,97
97_10,Ziguinchor,Bignona,Rural,1302596.75,1,1,2021,12,160.067246508836,4.48487682234832,97
97_7,Ziguinchor,Bignona,Rural,3823684.5,3,4,2021,12,160.067246508836,7.552609340899171,97
97_6,Ziguinchor,Bignona,Rural,3379875.75,3,3,2021,12,160.067246508836,7.727063465735487,97
97_5,Ziguinchor,Bignona,Rural,5545970.5,4,5,2021,12,160.067246508836,13.930420951549541,97
97_4,Ziguinchor,Bignona,Rural,5235483,4,5,2021,12,160.067246508836,10.914552597119162,97
97_11,Ziguinchor,Bignona,Rural,2400725.75,2,2,2021,12,160.067246508836,5.251279615888259,97
97_2,Ziguinchor,Bignona,Rural,3564393.25,3,3,2021,12,160.067246508836,13.924565691837627,97
97_8,Ziguinchor,Bignona,Rural,5077579.5,4,5,2021,12,160.067246508836,13.630752335224793,97
98_5,Ziguinchor,Bignona,Rural,1704202.625,1,1,2022,6,106.078221784531,1.2435848101265823,98
98_2,Ziguinchor,Bignona,Rural,2425094.75,2,2,2022,5,106.078221784531,3.6878680052378874,98
98_4,Ziguinchor,Bignona,Rural,6775471.5,5,5,2022,5,106.078221784531,13.741483718900044,98
98_12,Ziguinchor,Bignona,Rural,2630373.5,2,2,2022,5,106.078221784531,3.611482147533828,98
98_10,Ziguinchor,Bignona,Rural,3881454.5,3,4,2022,5,106.078221784531,4.935837276298559,98
98_7,Ziguinchor,Bignona,Rural,2836008.5,2,3,2022,5,106.078221784531,7.646699607158446,98
98_13,Ziguinchor,Bignona,Rural,4523057,4,4,2022,6,249.903720881009,9.79546154517678,98
98_9,Ziguinchor,Bignona,Rural,4606387,4,4,2022,6,106.078221784531,8.760929550414666,98
98_6,Ziguinchor,Bignona,Rural,5862093.5,4,5,2022,5,106.078221784531,7.673724312527281,98
98_14,Ziguinchor,Bignona,Rural,2618125.25,2,2,2022,6,249.903720881009,4.877304932343955,98
98_3,Ziguinchor,Bignona,Rural,7206810.5,5,5,2022,5,106.078221784531,14.921865386294195,98
98_1,Ziguinchor,Bignona,Rural,4343501.5,3,4,2022,6,106.078221784531,9.932147359231777,98
99_7,Ziguinchor,Bignona,Rural,4261158.5,3,4,2021,12,184.112897347465,7.440766477520733,99
99_13,Ziguinchor,Bignona,Rural,1534852.375,1,1,2021,12,385.932403038735,3.2862900043649064,99
99_3,Ziguinchor,Bignona,Rural,5032597.5,4,5,2021,12,184.112897347465,6.233917765168049,99
99_9,Ziguinchor,Bignona,Rural,2451884.5,2,2,2021,12,184.112897347465,6.661721169794849,99
99_11,Ziguinchor,Bignona,Rural,7231010,5,5,2021,12,184.112897347465,18.57703954604976,99
99_12,Ziguinchor,Bignona,Rural,6339977,4,5,2021,12,184.112897347465,10.378217721518988,99
99_10,Ziguinchor,Bignona,Rural,5848269.5,4,5,2021,12,184.112897347465,17.044830030554344,99
99_6,Ziguinchor,Bignona,Rural,3373121.5,3,3,2021,12,184.112897347465,9.376032824094283,99
99_8,Ziguinchor,Bignona,Rural,3143700,2,3,2021,12,184.112897347465,4.94277852466172,99
99_5,Ziguinchor,Bignona,Rural,4986615.5,4,4,2021,12,184.112897347465,6.3194863378437365,99
99_2,Ziguinchor,Bignona,Rural,2823603.5,2,3,2021,12,385.932403038735,5.687342819729376,99
99_1,Ziguinchor,Bignona,Rural,4173708.5,3,4,2021,12,184.112897347465,13.599017721518988,99
100_11,Ziguinchor,Bignona,Rural,3563935,3,3,2022,6,235.313053899803,12.686470536883457,100
100_7,Ziguinchor,Bignona,Rural,3719274.75,3,4,2022,6,235.313053899803,6.9866650371017025,100
100_9,Ziguinchor,Bignona,Rural,3833350.5,3,4,2022,6,235.313053899803,5.654123090353558,100
100_2,Ziguinchor,Bignona,Rural,2598999.75,2,2,2022,6,235.313053899803,6.808792317765168,100
100_4,Ziguinchor,Bignona,Rural,2292470.25,1,2,2022,6,235.313053899803,4.329848625054561,100
100_8,Ziguinchor,Bignona,Rural,9102328,5,5,2022,6,235.313053899803,14.305430641641205,100
100_10,Ziguinchor,Bignona,Rural,6278027,4,5,2022,6,235.313053899803,12.631780707114798,100
100_3,Ziguinchor,Bignona,Rural,1907429.375,1,1,2022,6,235.313053899803,3.775579572239197,100
100_1,Ziguinchor,Bignona,Rural,2194953,1,2,2022,6,235.313053899803,4.905692536010476,100
100_12,Ziguinchor,Bignona,Rural,3060923.5,2,3,2022,6,235.313053899803,5.804847490178961,100
100_6,Ziguinchor,Bignona,Rural,2145840.5,1,2,2022,6,235.313053899803,7.798189087734614,100
100_5,Ziguinchor,Bignona,Rural,13290693,5,5,2022,6,235.313053899803,26.27531558271497,100
101_15,Ziguinchor,Oussouye,Rural,2175531.25,1,2,2021,11,148.617429217831,1.882562374508948,101
101_9,Ziguinchor,Oussouye,Rural,2284382.25,1,2,2021,11,85.8043127651848,9.971777564382366,101
101_8,Ziguinchor,Oussouye,Rural,1544242.25,1,1,2021,11,85.8043127651848,7.10340707114797,101
101_10,Ziguinchor,Oussouye,Rural,2640253.5,2,2,2021,11,85.8043127651848,3.0840904408555216,101
101_1,Ziguinchor,Oussouye,Rural,2450849.75,2,2,2021,12,85.8043127651848,1.0362681798341336,101
101_2,Ziguinchor,Oussouye,Rural,2467179.5,2,2,2021,11,85.8043127651848,10.074420253164558,101
101_13,Ziguinchor,Oussouye,Rural,2483714,2,2,2021,12,148.617429217831,3.706089567874291,101
101_5,Ziguinchor,Oussouye,Rural,4412768.5,3,4,2021,12,85.8043127651848,7.2521623745089485,101
101_6,Ziguinchor,Oussouye,Rural,2720750.5,2,3,2021,11,85.8043127651848,6.153626538629419,101
101_14,Ziguinchor,Oussouye,Rural,1895857,1,1,2021,12,148.617429217831,6.280984722828459,101
101_3,Ziguinchor,Oussouye,Rural,4857534,4,4,2021,12,85.8043127651848,5.59742400698385,101
101_11,Ziguinchor,Oussouye,Rural,2370930.25,2,2,2021,12,85.8043127651848,5.331667917939765,101
102_9,Ziguinchor,Oussouye,Rural,1621413,1,1,2022,6,223.253259887438,3.411109209951986,102
102_10,Ziguinchor,Oussouye,Rural,1220299.125,1,1,2022,6,223.253259887438,5.075091051942383,102
102_3,Ziguinchor,Oussouye,Rural,2359984.5,2,2,2022,6,223.253259887438,7.721387341772152,102
102_5,Ziguinchor,Oussouye,Rural,2425509.25,2,2,2022,6,223.253259887438,6.627014927979049,102
102_2,Ziguinchor,Oussouye,Rural,2193595.75,1,2,2022,6,223.253259887438,4.984284591881274,102
102_1,Ziguinchor,Oussouye,Rural,1722182.875,1,1,2022,5,223.253259887438,5.428065648188564,102
102_12,Ziguinchor,Oussouye,Rural,1205213,1,1,2022,5,223.253259887438,4.019164382365779,102
102_11,Ziguinchor,Oussouye,Rural,1136317.875,1,1,2022,6,223.253259887438,2.0292200785683105,102
102_6,Ziguinchor,Oussouye,Rural,2367349,2,2,2022,6,223.253259887438,4.409775643823658,102
102_4,Ziguinchor,Oussouye,Rural,2025754.375,1,2,2022,6,223.253259887438,6.702527804452204,102
102_8,Ziguinchor,Oussouye,Rural,806777.6875,1,1,2022,6,223.253259887438,1.9258786556089045,102
102_7,Ziguinchor,Oussouye,Rural,2268662,1,2,2022,6,223.253259887438,8.893018594500218,102
103_4,Ziguinchor,Oussouye,Rural,757348.125,1,1,2021,12,217.080622191797,1.882562374508948,103
